id,route,latitude,longitude
0001, 1, 2.991621392694718, 101.70760515415567
0002, 1, 2.991520998102801, 101.70761314769751
0003, 1, 2.9907171435228257, 101.70770010942849
0004, 1, 2.9905446607193134, 101.70792385780781
0005, 1, 2.9905097365655955, 101.71045675473334
0006, 1, 2.9905072547116167, 101.7107351014217
0007, 1, 2.9904946736271425, 101.71096985557979
0008, 1, 2.99049980914963, 101.71147818767012
0009, 1, 2.9905916377437958, 101.71179629817112
0010, 1, 2.9916886165838825, 101.71288980308277
0012, 1, 2.9918598643144136, 101.713128386008
0013, 1, 2.991934319839523, 101.71339927698149
0015, 1, 2.991951692801737, 101.71453503098758
0016, 1, 2.9919914024134493, 101.71489539058041
0017, 1, 2.992031112022719, 101.7157875911452
0018, 1, 2.99204352127737, 101.71760430046506
0019, 1, 2.992080749034327, 101.7177061952349
0020, 1, 2.99208571273516, 101.7179547190638
0021, 1, 2.9921973959979273, 101.71807401050168
0022, 1, 2.9931256075864705, 101.71846916343922
0023, 1, 2.996440013231157, 101.7205277417902
0024, 1, 2.9975672469152785, 101.72105776309851
0025, 1, 2.999086804119085, 101.72156207812499
0026, 1, 2.9997640918100563, 101.72167511427119
0027, 1, 3.000510844418602, 101.72162294376237
0028, 1, 3.0012730688401286, 101.72146487994381
0029, 1, 3.0011646580101887, 101.72070279068615
0030, 1, 3.0011863401775227, 101.72055080704506
0031, 1, 3.0008806215873, 101.71918078323695
0032, 1, 3.0008199115020484, 101.7190613675413
0034, 1, 3.0003410640710824, 101.71645475588676
0035, 1, 2.99983507902807, 101.7136022394701
0036, 1, 2.9996889845279076, 101.71331661598855
0037, 1, 2.9996395257454487, 101.71323151466471
0038, 1, 2.9996333294751127, 101.71314245532906
0039, 1, 2.9996990325952884, 101.71307062573325
0040, 1, 2.999772467101826, 101.71305189178614
0041, 1, 3.0000203695270784, 101.71106249342165
0042, 1, 3.0001185557941703, 101.71014185112803
0043, 1, 3.0001542598898303, 101.7095161718703
0044, 1, 3.000186988642652, 101.70696876370917
0045, 1, 3.0006124623528008, 101.70698664021101
0046, 1, 3.0023530348426792, 101.70698664021144
0047, 1, 3.0034211796681416, 101.70705516698143
0048, 1, 3.0042334451045942, 101.70692109286725
0049, 1, 3.004177404041656, 101.70863004951426
0050, 1, 3.0041870229539565, 101.7093114243268
0051, 1, 3.004107556216379, 101.70947057651071
0052, 1, 3.0039353782651155, 101.70959436154261
0053, 1, 3.0036749038770028, 101.70966951674056
0054, 1, 3.0033895382720317, 101.70967643515753
0055, 1, 3.001899530705045, 101.70965419526968
0056, 1, 2.998896976761488, 101.70954317562156
0057, 1, 2.9985806553319065, 101.70950061144056
0058, 1, 2.9962326921026965, 101.70900124582738
0059, 1, 2.995365191139604, 101.70876716817361
0060, 1, 2.9950547235768026, 101.70839058310906
0061, 1, 2.99502355585406, 101.70761552599876
0062, 1, 2.9950287504742055, 101.70744907081766
0063, 1, 2.994794992534458, 101.7072826155674
0064, 1, 2.993454643132772, 101.70724046748276
0065, 1, 2.9921930156259755, 101.70754115147894
0066, 1, 2.9920069415350716, 101.7075644424967
0067, 1, 2.991754412373068, 101.70760104265666
0068, 1, 2.991621392694718, 101.70760515415567
0069, 2, 2.991621392694718, 101.70760515415567
0070, 2, 2.991520998102801, 101.70761314769751
0071, 2, 2.9907171435228257, 101.70770010942849
0072, 2, 2.9905446607193134, 101.70792385780781
0073, 2, 2.9905097365655955, 101.71045675473334
0074, 2, 2.9905072547116167, 101.7107351014217
0075, 2, 2.9904946736271425, 101.71096985557979
0076, 2, 2.99049980914963, 101.71147818767012
0077, 2, 2.9905916377437958, 101.71179629817112
0078, 2, 2.9916886165838825, 101.71288980308277
0079, 2, 2.9918598643144136, 101.713128386008
0080, 2, 2.991934319839523, 101.71339927698149
0081, 2, 2.991951692801737, 101.71453503098758
0082, 2, 2.9919914024134493, 101.71489539058041
0083, 2, 2.992031112022719, 101.7157875911452
0084, 2, 2.99204352127737, 101.71760430046506
0085, 2, 2.992080749034327, 101.7177061952349
0086, 2, 2.99208571273516, 101.7179547190638
0087, 2, 2.9921973959979273, 101.71807401050168
0088, 2, 2.9931256075864705, 101.71846916343922
0089, 2, 2.996440013231157, 101.7205277417902
0090, 2, 2.9975672469152785, 101.72105776309851
0091, 2, 2.999086804119085, 101.72156207812499
0092, 2, 2.9997640918100563, 101.72167511427119
0093, 2, 3.000510844418602, 101.72162294376237
0094, 2, 3.0012730688401286, 101.72146487994381
0095, 2, 3.0011646580101887, 101.72070279068615
0096, 2, 3.0011863401775227, 101.72055080704506
0097, 2, 3.0008806215873, 101.71918078323695
0098, 2, 3.0008199115020484, 101.7190613675413
0099, 2, 3.0003410640710824, 101.71645475588676
0100, 2, 2.99983507902807, 101.7136022394701
0101, 2, 2.9996889845279076, 101.71331661598855
0102, 2, 2.9996395257454487, 101.71323151466471
0103, 2, 2.9996333294751127, 101.71314245532906
0104, 2, 2.9996990325952884, 101.71307062573325
0105, 2, 2.999772467101826, 101.71305189178614
0106, 2, 3.0000203695270784, 101.71106249342165
0107, 2, 3.0001185557941703, 101.71014185112803
0108, 2, 3.0001542598898303, 101.7095161718703
0109, 2, 3.000186988642652, 101.70696876370917
0110, 2, 3.0006124623528008, 101.70698664021101
0111, 2, 3.0023530348426792, 101.70698664021144
0112, 2, 3.0034211796681416, 101.70705516698143
0113, 2, 3.0042334451045942, 101.70692109286725
0114, 2, 3.004177404041656, 101.70863004951426
0115, 2, 3.0041870229539565, 101.7093114243268
0116, 2, 3.004107556216379, 101.70947057651071
0117, 2, 3.0039353782651155, 101.70959436154261
0118, 2, 3.0036749038770028, 101.70966951674056
0119, 2, 3.0033895382720317, 101.70967643515753
0120, 2, 3.001899530705045, 101.70965419526968
0121, 2, 2.998896976761488, 101.70954317562156
0122, 2, 2.9985806553319065, 101.70950061144056
0123, 2, 2.9962326921026965, 101.70900124582738
0124, 2, 2.995365191139604, 101.70876716817361
0125, 2, 2.9950547235768026, 101.70839058310906
0126, 2, 2.99502355585406, 101.70761552599876
0127, 2, 2.9950287504742055, 101.70744907081766
0128, 2, 2.994794992534458, 101.7072826155674
0129, 2, 2.993454643132772, 101.70724046748276
0130, 2, 2.9921930156259755, 101.70754115147894
0131, 2, 2.9920069415350716, 101.7075644424967
0132, 2, 2.991754412373068, 101.70760104265666
0133, 2, 2.991621392694718, 101.70760515415567
0134, 3, 3.0093538865047247, 101.72009214034568
0135, 3, 3.0101157734443866, 101.71930137344236
0136, 3, 3.0100023009552275, 101.71918542521605
0137, 3, 3.009302939624124, 101.71863583062286
0138, 3, 3.008862943858412, 101.71838306348924
0139, 3, 3.008388211378421, 101.71935007169816
0140, 3, 3.0081705291049845, 101.719918218007
0141, 3, 3.008089769046511, 101.72006386303954
0142, 3, 3.006928410088234, 101.7197507679799
0143, 3, 3.004157288897445, 101.71869689611795
0144, 3, 3.0036423427403927, 101.718524564189
0145, 3, 3.0035385499205116, 101.71849908320343
0146, 3, 3.003490336479989, 101.71853194026376
0147, 3, 3.0034401141438543, 101.718532610816
0148, 3, 3.0033430176194758, 101.71891147283888
0149, 3, 3.0032847305399, 101.71934458206985
0150, 3, 3.0032740164397893, 101.71967315267538
0151, 3, 3.0033302654646694, 101.7200634140858
0152, 3, 3.0033858448581743, 101.7202625681061
0153, 3, 3.0037012411095123, 101.72097067128477
0154, 3, 3.003755481219468, 101.72105717252522
0155, 3, 3.003754120727928, 101.7210610112958
0156, 3, 3.0036940632957787, 101.72097484046687
0157, 3, 3.003375848481385, 101.72025495499703
0158, 3, 3.003289796010455, 101.71987257194365
0159, 3, 3.003266490131738, 101.71966522338656
0160, 3, 3.0032742946755655, 101.71936643441617
0161, 3, 3.0032943059470214, 101.71912287788415
0162, 3, 3.0033291267716424, 101.71893579380595
0163, 3, 3.0034179462709103, 101.71857130994493
0164, 3, 3.003331397046497, 101.71848464167597
0165, 3, 3.0031655110138944, 101.71844672430831
0166, 3, 3.0025722879172534, 101.71845214107508
0167, 3, 3.0019285773840876, 101.71847200255311
0168, 3, 3.0017771160303703, 101.7184557522527
0169, 3, 3.001232576217443, 101.71838352869486
0170, 3, 3.0009621093235688, 101.71838172310466
0171, 3, 3.00084671009157, 101.7183853342825
0172, 3, 3.0007186890600788, 101.71837269515991
0173, 3, 3.000659186322035, 101.7182625542348
0174, 3, 3.0003149731535643, 101.71644342325106
0175, 3, 3.0002986887888468, 101.7161752683438
0176, 3, 3.0000115823288986, 101.71483896409994
0177, 3, 2.9997766568925877, 101.71356585827048
0178, 3, 2.999740381636913, 101.71351396536981
0179, 3, 2.9996889845279076, 101.71331661598855
0180, 3, 2.9996395257454487, 101.71323151466471
0181, 3, 2.9996333294751127, 101.71314245532906
0182, 3, 2.9996990325952884, 101.71307062573325
0183, 3, 2.999772467101826, 101.71305189178614
0184, 3, 3.0000203695270784, 101.71106249342165
0185, 3, 3.0001185557941703, 101.71014185112803
0186, 3, 3.0001542598898303, 101.7095161718703
0187, 3, 3.000186988642652, 101.70696876370917
0188, 3, 3.0006124623528008, 101.70698664021101
0189, 3, 3.0023530348426792, 101.70698664021144
0190, 3, 3.0034211796681416, 101.70705516698143
0191, 3, 3.0042334451045942, 101.70692109286725
0192, 3, 3.004177404041656, 101.70863004951426
0193, 3, 3.0041870229539565, 101.7093114243268
0194, 3, 3.004107556216379, 101.70947057651071
0195, 3, 3.0039353782651155, 101.70959436154261
0196, 3, 3.0036749038770028, 101.70966951674056
0197, 3, 3.0033895382720317, 101.70967643515753
0198, 3, 3.001899530705045, 101.70965419526968
0199, 3, 3.001449760030355, 101.7096414321997
0200, 3, 3.0004268680619797, 101.70959379049657
0201, 3, 3.0002875145695573, 101.709762093027
0202, 3, 3.000182170743548, 101.70994083729175
0203, 3, 3.00006147722427, 101.71151866751302
0204, 3, 3.0000175524818973, 101.71204907516292
0205, 3, 2.999834102062915, 101.71310471575566
0206, 3, 2.999870275386367, 101.71315905019783
0207, 3, 2.999867691577596, 101.71323667082955
0208, 3, 2.999813431591846, 101.7133246408788
0209, 3, 2.999836685871775, 101.71350316833167
0210, 3, 2.999859940150928, 101.7136325360574
0211, 3, 3.0002707656728695, 101.71571794369557
0212, 3, 3.0003999560650985, 101.71632597198129
0213, 3, 3.0004387131785815, 101.716393243197
0214, 3, 3.000800446169597, 101.71810607180682
0215, 3, 3.0009063822341115, 101.71819921656486
0216, 3, 3.00101490209442, 101.7182432015895
0217, 3, 3.0014424837976907, 101.7182708647747
0218, 3, 3.0019739300635315, 101.71835069123985
0219, 3, 3.0027559148132053, 101.71831267863739
0220, 3, 3.0033554367770128, 101.71830707037152
0221, 3, 3.0035017901293273, 101.71828441463371
0222, 3, 3.0035860253112086, 101.7184489683344
0223, 3, 3.003514218271321, 101.71855129584574
0224, 3, 3.003449315750435, 101.71856927230043
0225, 3, 3.0033666254284896, 101.71890585928146
0226, 3, 3.003358085399534, 101.71893301840306
0227, 3, 3.003339104722436, 101.71912122983139
0228, 3, 3.0033110707254527, 101.71934581027307
0229, 3, 3.00329787825603, 101.7196694703214
0230, 3, 3.0033380929212763, 101.72004934799422
0231, 3, 3.003390813796452, 101.72024897299971
0232, 3, 3.0036995685148744, 101.72093871939894
0233, 3, 3.0037793517231766, 101.72107261804666
0234, 3, 3.0037401958235037, 101.72108687614508
0235, 3, 3.0036618840199343, 101.72096330595869
0236, 3, 3.003356113979596, 101.72027414614973
0237, 3, 3.003299519979326, 101.72006408420569
0238, 3, 3.0032627001260006, 101.71987383245555
0239, 3, 3.0032420810076075, 101.71967325696706
0240, 3, 3.0032509177726707, 101.71933699805987
0241, 3, 3.003268591302621, 101.71911282545206
0242, 3, 3.003308356743932, 101.71893142262056
0243, 3, 3.00341881629555, 101.71851109898655
0244, 3, 3.003362850124128, 101.71846685439351
0245, 3, 3.003362850124128, 101.71838868894578
0246, 3, 3.0034497449679933, 101.71831642277712
0247, 3, 3.0035867147925903, 101.71836214218995
0248, 3, 3.0042353828617068, 101.71861969021239
0249, 3, 3.0070334636022196, 101.71965125226217
0250, 3, 3.008123900547188, 101.71993917463685
0251, 3, 3.0082353849073913, 101.71960911390923
0252, 3, 3.008354139967417, 101.71934700686113
0253, 3, 3.0090884822131927, 101.71984209795279
0254, 3, 3.0093538865047247, 101.72009214034568
0255, 4, 2.9781750765702664, 101.71455617972484
0256, 4, 2.9782174279856704, 101.71473906721164
0257, 4, 2.9782293393204786, 101.71486231747448
0258, 4, .978232822565636, 101.71499894243874
0259, 4, 2.978210633149574, 101.71517669785513
0260, 4, 2.97819105425267, 101.7153100144174
0261, 4, 2.9781492859381147, 101.7154956119845
0262, 4, 2.9781375385993587, 101.71561063019509
0263, 4, 2.9781871384732463, 101.71572434138055
0264, 4, 2.978294771352272, 101.71580363791638
0265, 4, 2.979331770481007, 101.71607682884402
0266, 4, 2.9796483253584416, 101.71613293209569
0267, 4, 2.980102147224825, 101.71610488046984
0268, 4, 2.980385213176475, 101.71599737902567
0269, 4, 2.9804481363047657, 101.7159034004595
0270, 4, 2.980450367264187, 101.71576548750608
0271, 4, 2.9805289111336335, 101.7156578608327
0272, 4, 2.9805206433581617, 101.71533705055624
0273, 4, 2.980386291990484, 101.71486307924461
0274, 4, 2.9794617408570963, 101.71251995805514
0275, 4, 2.9794424204460093, 101.7124232252434
0276, 4, 2.979421613848599, 101.71186217493509
0277, 4, 2.9794528237422147, 101.71151988960112
0278, 4, 2.979442420444432, 101.7113070774152
0279, 4, 2.979561315270218, 101.71112254097427
0280, 4, 2.980129568492452, 101.71085656581836
0281, 4, 2.9802037390578136, 101.71081490159789
0282, 4, 2.9806523803601688, 101.71046528444357
0283, 4, 2.9812855431898586, 101.70976967311061
0284, 4, 2.981497200400042, 101.70950881886078
0285, 4, 2.981985639952186, 101.70908855368049
0286, 4, 2.9831316465967608, 101.70830278965867
0287, 4, 2.9836478037951464, 101.70787016061853
0288, 4, 2.9844392443299186, 101.70711210265446
0289, 4, 2.9848521696186814, 101.70671775937014
0290, 4, 2.9852345076934346, 101.70643061620193
0291, 4, 2.985762134018069, 101.7061626159116
0292, 4, 2.986126277282352, 101.70601362294806
0293, 4, 2.986822271625854, 101.7058594702493
0294, 4, 2.9883374631805464, 101.70571181327549
0295, 4, 2.9883890138742877, 101.70571215115685
0296, 4, 2.9892901863367873, 101.70548188130424
0297, 4, 2.990888470321564, 101.70467391849415
0298, 4, 2.9916432982105885, 101.70426591950262
0299, 4, 2.9920625042404985, 101.70408212471885
0300, 4, 2.9926635729052498, 101.70396221669982
0301, 4, 2.993662504227182, 101.70391501172206
0302, 4, 2.9943471645111175, 101.70383633675914
0303, 4, 2.995512208366044, 101.70358907259
0304, 4, 2.9960678343522504, 101.70349750807755
0305, 4, 2.9982871054565825, 101.703487521171
0306, 4, 2.9983494037762792, 101.70359210564244
0307, 4, 2.9983152698115125, 101.70425250175302
0308, 4, 2.9982760835778843, 101.70557183768005
0309, 4, 2.998423052278996, 101.7062215401411
0310, 4, 2.998620205379566, 101.70692149583121
0311, 4, 2.998967008826348, 101.70692785410236
0312, 4, 2.9995896218006357, 101.7069618436787
0313, 4, 3.0009210612319444, 101.70698362117874
0314, 4, 3.0023660699040966, 101.70699813951211
0315, 4, 3.0033930397826305, 101.70704411423442
0316, 4, 3.0042315297648705, 101.70692312812305
0317, 4, 3.0042001166123997, 101.70784262256933
0318, 4, 3.0041807854382645, 101.7086362914598
0319, 4, 3.0041807854366103, 101.7093307517391
0320, 4, 3.004091378751797, 101.70949771257278
0321, 4, 3.0039560605063103, 101.7095945014619
0322, 4, 3.0037748306874406, 101.70965015507313
0323, 4, 3.003685423967247, 101.70966951285095
0324, 4, 3.0031175703111894, 101.70968403118431
0325, 4, 3.001822112030174, 101.70965290867011
0326, 4, 3.0017063268852167, 101.70966160759136
0327, 4, 3.0004410896742177, 101.709594419533
0328, 4, 3.000188681059766, 101.70994635698162
0329, 4, 3.0001610991649414, 101.71055480850036
0330, 4, 3.000065554500925, 101.71134275721687
0331, 4, 3.000009856178071, 101.71206677965037
0333, 4, 2.999828812935704, 101.7131232033733
